      72 text files.
classified 72 files      72 unique files.                              
       9 files ignored.

files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.72  T=0.09 s (778.2 files/s, 24281.2 lines/s)"
57,TypeScript,313,142,1543
11,HTML,3,8,167
2,Stylus,1,1,6
